order_id,shopify_order_number,order_date,fulfillment_status,payment_method,currency,customer_id,customer_name,customer_email,customer_phone,customer_country,shipping_address_line1,shipping_city,shipping_state,shipping_zip,shipping_country,product_id,product_title,product_category,sku,variant,quantity,unit_price,subtotal,discount,tax,shipping_cost,total
SHP-63908-4014,#63908,2025-05-02T14:50:23Z,pending,google_pay,USD,CUST-000054,Erica Craig,zcoffey@example.net,(716)304-8175x496,Peru,12461 Richardson Overpass Apt. 410,Andreachester,Colorado,68896,Peru,PROD-00092,Classic Necklace,Electronics,SKU-00092-282,Red,1,391.01,391.01,0,82.11,5.99,479.11
SHP-63909-7767,#63909,2025-02-18T13:51:37Z,partially_fulfilled,cash_on_delivery,USD,CUST-000971,Kevin Miller,juareztina@example.net,(621)375-5851x777,Paraguay,62447 Heather Port Suite 711,North Waynemouth,IN,32245,Paraguay,PROD-00036,Classic Backpack,Grocery,SKU-00036-849,White,1,117.01,117.01,0,0,5.99,123
SHP-63910-8496,#63910,2024-11-15T03:55:23Z,partially_fulfilled,google_pay,USD,CUST-001375,Philip Cook,vanessajimenez@example.org,700-302-0860x1460,Namibia,44307 Dennis Ville Suite 689,Sandovalview,WV,28522,Namibia,PROD-00052,Pro Face Cream,Sports,SKU-00052-995,Large,2,37.74,75.48,0,15.85,5.99,97.32
SHP-63911-9784,#63911,2025-05-10T02:44:34Z,fulfilled,bank_transfer,USD,CUST-000830,Alexandra Nelson,travisyoung@example.com,896.638.4526,Ethiopia,3817 Weber Wells,West Richard,LA,61726,Ethiopia,PROD-00199,Eco Gaming Mouse,Pets,SKU-00199-833,Red,1,368.99,368.99,0,66.42,14.99,450.4
SHP-63912-7347,#63912,2024-09-26T23:57:38Z,fulfilled,paypal,USD,CUST-000224,Walter Davis,wayne39@example.net,(982)772-2992,Armenia,30186 Sanchez Gateway,Port Josephstad,Mississippi,13201,Armenia,PROD-00116,Smart Necklace,Pets,SKU-00116-550,Large,1,439.49,439.49,0,79.11,0,518.6
SHP-63913-5823,#63913,2025-03-24T00:51:17Z,fulfilled,cash_on_delivery,USD,CUST-000597,Timothy Hall,ihall@example.net,369.329.4455,Ireland,75917 Andrew Groves,Port Steven,VA,20759,Ireland,PROD-00113,Ultra Sunglasses,Health,SKU-00113-950,White,1,155.75,155.75,46.73,7.63,9.99,126.64
SHP-63914-9952,#63914,2025-01-26T02:15:09Z,partially_fulfilled,google_pay,USD,CUST-001059,Steven Cortez,debbiejackson@example.net,001-742-306-6154x9808,Congo,740 Clark Dam Suite 123,North Lorraineview,SC,09212,Congo,PROD-00232,Portable Blender,Grocery,SKU-00232-743,Large,1,415.8,415.8,62.37,17.67,3.99,375.09
SHP-63915-2477,#63915,2024-10-30T06:58:20Z,unfulfilled,apple_pay,USD,CUST-000847,Amber Miller,greenmartin@example.org,(406)973-2318,Barbados,206 Tracy Gateway,Banksborough,WY,04832,Barbados,PROD-00083,Mini Sunglasses,Books,SKU-00083-735,Small,1,93.54,93.54,0,9.35,9.99,112.88
SHP-63916-8362,#63916,2025-01-28T10:09:03Z,unfulfilled,credit_card,USD,CUST-001417,Diana Love,elizabeth14@example.com,(362)676-3304x1176,China,14426 Valdez Gardens,Lisaside,Texas,18338,China,PROD-00167,Comfort T-Shirt,Grocery,SKU-00167-255,Small,4,399.26,1597.04,0,79.85,0,1676.89
SHP-63917-7235,#63917,2025-01-12T04:10:26Z,fulfilled,paypal,USD,CUST-001073,Jeffrey Nelson,afuller@example.com,001-642-399-0747x2966,Serbia,16159 Nelson Divide Suite 184,Leonardmouth,Ohio,20715,Serbia,PROD-00182,Premium Sunglasses,Grocery,SKU-00182-852,Blue,1,396.58,396.58,0,27.76,9.99,434.33
SHP-63918-7874,#63918,2025-02-12T09:16:09Z,unfulfilled,apple_pay,USD,CUST-000687,Wendy Lopez,lindsay78@example.com,+1-315-384-1560x82137,Mexico,950 Joseph Ridge,Tammyburgh,DC,26040,Mexico,PROD-00145,Eco Necklace,Toys,SKU-00145-730,White,3,432.02,1296.06,0,90.72,0,1386.78
SHP-63919-1057,#63919,2025-01-23T15:00:53Z,unfulfilled,credit_card,USD,CUST-001496,Andrew Stevens,hopkinsbenjamin@example.org,406.779.4907x869,Germany,358 Heather Skyway Suite 288,West Anthonyfort,Arizona,65653,Germany,PROD-00197,Mini Headphones,Sports,SKU-00197-665,Black,5,147.95,739.75,36.99,49.19,3.99,755.94
SHP-63920-4553,#63920,2025-06-07T05:07:29Z,pending,google_pay,USD,CUST-000940,Ryan Mercer,wmendoza@example.net,399.516.0911x413,Guinea-Bissau,735 Kramer View,Rhondastad,KY,92742,Guinea-Bissau,PROD-00128,Comfort Sunglasses,Apparel,SKU-00128-238,White,3,274.03,822.09,0,172.64,3.99,998.72
SHP-63921-4401,#63921,2025-06-01T19:07:48Z,fulfilled,paypal,USD,CUST-000840,Brianna Cole,claytonmclean@example.net,414-298-3074,Vanuatu,7444 Baker Radial Apt. 046,Lindsayton,Alabama,51164,Vanuatu,PROD-00114,Essential Gaming Mouse,Home & Kitchen,SKU-00114-560,Red,1,302.05,302.05,0,36.25,14.99,353.29
SHP-63922-2436,#63922,2025-04-14T06:38:50Z,fulfilled,credit_card,USD,CUST-000304,Beverly Fischer,shermandonna@example.com,+1-646-699-7335,Uruguay,4862 Diaz Lakes,South Steven,WY,74225,Uruguay,PROD-00015,Comfort Notebook,Health,SKU-00015-266,Blue,2,23.18,46.36,13.91,3.89,5.99,42.33
SHP-63923-6901,#63923,2025-01-25T04:40:20Z,fulfilled,credit_card,USD,CUST-000854,Jessica Hayden,amywells@example.org,636.438.1643x21269,Mali,609 Donald Brooks Suite 072,Jonstad,PA,57525,Mali,PROD-00046,Ultra Gaming Mouse,Grocery,SKU-00046-348,White,1,145.77,145.77,0,10.2,9.99,165.96
SHP-63924-8713,#63924,2024-10-04T17:36:14Z,partially_fulfilled,credit_card,USD,CUST-000613,Loretta Mcdowell,joneswilliam@example.net,001-860-208-9219x63945,Gabon,99324 Johnson Port Apt. 625,Lake Thomasborough,TX,52175,Gabon,PROD-00083,Mini Sunglasses,Books,SKU-00083-735,Small,1,192.57,192.57,0,9.63,5.99,208.19
SHP-63925-1953,#63925,2025-06-28T07:16:40Z,fulfilled,bank_transfer,USD,CUST-001423,Michelle Davis,ggonzalez@example.org,+1-875-557-2616x949,Libyan Arab Jamahiriya,50394 Emily Ranch,Stacieberg,Oklahoma,75632,Libyan Arab Jamahiriya,PROD-00221,Eco Backpack,Home & Kitchen,SKU-00221-724,Black,1,265.89,265.89,53.18,21.27,14.99,248.97
SHP-63926-6185,#63926,2025-01-27T07:55:48Z,unfulfilled,bank_transfer,USD,CUST-001495,David Bailey,ashley08@example.net,574.856.0170,Bolivia,1794 Swanson Junction,Cassandrastad,New Jersey,96582,Bolivia,PROD-00162,Premium T-Shirt,Sports,SKU-00162-666,Red,1,48.4,48.4,0,5.81,9.99,64.2
SHP-63927-3947,#63927,2025-03-22T22:18:24Z,partially_fulfilled,cash_on_delivery,USD,CUST-001178,Jerry Rivera,stewartjoseph@example.net,001-621-991-4308x77972,Netherlands,73174 Scott Coves,East Melissa,Alaska,21656,Netherlands,PROD-00160,Smart Vacuum,Apparel,SKU-00160-332,Blue,1,69.21,69.21,0,14.53,9.99,93.73
SHP-63928-7793,#63928,2024-12-05T16:38:51Z,pending,credit_card,USD,CUST-000595,Lawrence Baldwin,shelby69@example.org,+1-226-911-3989x86818,Palestinian Territory,2761 Ortiz Via,Jenniferview,KY,95973,Palestinian Territory,PROD-00050,Classic Face Cream,Books,SKU-00050-296,XL,1,16.87,16.87,0,1.69,14.99,33.55
SHP-63929-2111,#63929,2025-08-21T17:57:20Z,unfulfilled,apple_pay,USD,CUST-000684,Christina Moran,kvasquez@example.org,(638)322-3116,Egypt,511 Andrea Fort Apt. 105,East Jasmineberg,AZ,62999,Egypt,PROD-00090,Wireless Necklace,Toys,SKU-00090-985,Large,1,320.56,320.56,0,38.47,5.99,365.02
SHP-63930-1477,#63930,2025-06-28T16:51:23Z,partially_fulfilled,paypal,USD,CUST-001038,Catherine Bass,joshua74@example.org,001-546-240-8822,Nauru,595 Laura Pine Apt. 767,Nortonburgh,RI,28051,Nauru,PROD-00141,Premium Notebook,Grocery,SKU-00141-645,Black,1,8.03,8.03,2.01,1.08,14.99,22.09
SHP-63931-3545,#63931,2025-01-13T01:02:46Z,pending,bank_transfer,USD,CUST-000677,Carolyn Kirk,amberblevins@example.com,333-834-2643x35027,Anguilla,37327 Cathy Trail Apt. 151,North Devintown,New Hampshire,99668,Anguilla,PROD-00214,Comfort Board Game,Books,SKU-00214-424,White,1,337.87,337.87,0,23.65,9.99,371.51
SHP-63932-6169,#63932,2024-11-18T02:54:46Z,fulfilled,paypal,USD,CUST-000687,Wendy Lopez,lindsay78@example.com,+1-315-384-1560x82137,Mexico,48696 Robinson Parks Apt. 557,North Tara,Idaho,01064,Mexico,PROD-00119,Essential Blender,Toys,SKU-00119-823,XL,2,209.91,419.82,104.95,37.78,14.99,367.64
SHP-63933-1510,#63933,2025-04-11T08:41:54Z,unfulfilled,google_pay,USD,CUST-001183,Laura Peck,tjackson@example.com,(486)439-4201,Ecuador,87309 Williams Road,Port Jesse,Iowa,14322,Ecuador,PROD-00176,Classic Face Cream,Health,SKU-00176-370,XL,1,458.51,458.51,0,32.1,5.99,496.6
SHP-63934-6152,#63934,2025-09-12T10:12:37Z,fulfilled,apple_pay,USD,CUST-001284,Frank Underwood,gregorydavis@example.net,(518)654-8396x607,French Guiana,41485 Patricia Trafficway Apt. 759,New Edwardside,AL,80126,French Guiana,PROD-00137,Eco Coffee Maker,Books,SKU-00137-896,Small,3,287.64,862.92,129.44,36.67,5.99,776.14
SHP-63935-9603,#63935,2024-10-10T07:21:29Z,unfulfilled,paypal,USD,CUST-000848,Robert Schultz,rojasmarc@example.org,+1-345-500-0000x15291,Liberia,08712 Alexandra Vista,Michaelbury,Oregon,54702,Liberia,PROD-00023,Smart Necklace,Home & Kitchen,SKU-00023-864,Black,1,122.63,122.63,0,14.72,3.99,141.34
SHP-63936-9192,#63936,2025-06-27T18:47:17Z,partially_fulfilled,paypal,USD,CUST-000230,David Smith,mserrano@example.org,(979)490-8811,United Arab Emirates,31599 Shah Crescent,Wardtown,GA,26271,United Arab Emirates,PROD-00096,Limited Backpack,Books,SKU-00096-780,Blue,2,390.01,780.02,0,0,9.99,790.01
SHP-63937-9456,#63937,2024-09-23T20:52:54Z,partially_fulfilled,paypal,USD,CUST-000697,Loretta Cooper,joshuabowers@example.com,742.738.8565x271,Nicaragua,0941 Rogers Extension,Davidbury,AR,58657,Nicaragua,PROD-00237,Mini Necklace,Jewelry,SKU-00237-950,Small,1,437.57,437.57,0,30.63,0,468.2
SHP-63938-2426,#63938,2025-03-25T04:17:38Z,unfulfilled,google_pay,USD,CUST-001484,Alan Harris,angela15@example.org,835.286.6715x544,Guatemala,5875 Vega Junction Apt. 959,West Matthewport,Idaho,33020,Guatemala,PROD-00010,Wireless Necklace,Books,SKU-00010-926,Standard,1,358.27,358.27,71.65,34.39,0,321.01
SHP-63939-6257,#63939,2025-02-08T11:58:45Z,partially_fulfilled,paypal,USD,CUST-000095,Kelly Cruz,kwright@example.com,001-953-227-8774,Bermuda,627 Walter Junction Apt. 814,North Kyle,SD,73041,Bermuda,PROD-00027,Classic Board Game,Grocery,SKU-00027-490,White,1,331.2,331.2,33.12,35.77,3.99,337.84
SHP-63940-5483,#63940,2024-12-26T12:57:26Z,fulfilled,credit_card,USD,CUST-000587,Derrick Daugherty,kevintran@example.org,(820)637-7107x044,Sweden,46217 Green Fields Suite 939,Danielfurt,Kentucky,04893,Sweden,PROD-00071,Classic Blender,Pets,SKU-00071-370,Large,1,387.53,387.53,96.88,20.35,3.99,314.99
SHP-63941-5641,#63941,2025-02-27T00:55:41Z,partially_fulfilled,paypal,USD,CUST-001276,Lindsey Banks,zsmith@example.com,001-490-810-7923x729,Micronesia,858 Griffin River Apt. 106,Ellisberg,Maine,12513,Micronesia,PROD-00144,Comfort Desk Lamp,Books,SKU-00144-824,Small,1,107.26,107.26,0,12.87,3.99,124.12
SHP-63942-1826,#63942,2025-03-21T19:24:41Z,fulfilled,google_pay,USD,CUST-000146,Kim Oconnor,sreid@example.com,686-736-3745,Mexico,978 Robinson Mountains,North Tammyview,FM,14855,Mexico,PROD-00080,Ultra Blender,Books,SKU-00080-540,Small,2,172.68,345.36,51.8,0,9.99,303.55
SHP-63943-6826,#63943,2025-02-23T05:18:05Z,unfulfilled,apple_pay,USD,CUST-000111,Steven Roman,fosterlisa@example.net,391.906.5180,Antigua and Barbuda,9824 Valerie Mill Apt. 470,Benjaminshire,MS,45663,Antigua and Barbuda,PROD-00023,Smart Necklace,Home & Kitchen,SKU-00023-864,Black,1,93.6,93.6,0,19.66,14.99,128.25
SHP-63944-3159,#63944,2024-10-13T18:24:11Z,fulfilled,cash_on_delivery,USD,CUST-000406,Laura Vargas,marilyntorres@example.com,910.754.8510x17490,Dominica,6926 Katherine Village Apt. 273,Kimberlyville,MN,51539,Dominica,PROD-00183,Portable Headphones,Grocery,SKU-00183-193,XL,2,405.6,811.2,0,170.35,14.99,996.54
SHP-63945-4666,#63945,2025-08-10T01:43:31Z,partially_fulfilled,bank_transfer,USD,CUST-000960,Gina Campos,john91@example.org,+1-878-484-8699,Turks and Caicos Islands,23008 Ellis Parkways,Kristinville,Iowa,19095,Turks and Caicos Islands,PROD-00025,Pro Backpack,Jewelry,SKU-00025-873,Standard,1,343.82,343.82,0,72.2,3.99,420.01
SHP-63946-8987,#63946,2025-06-03T09:44:21Z,fulfilled,credit_card,USD,CUST-000529,Amanda Cardenas,millerjessica@example.com,001-963-265-1559x73714,Mayotte,6600 Nancy Isle,Shepherdborough,Tennessee,79897,Mayotte,PROD-00234,Ultra Notebook,Electronics,SKU-00234-849,Small,1,95.76,95.76,23.94,10.77,9.99,92.58
SHP-63947-3087,#63947,2024-10-05T16:51:21Z,fulfilled,google_pay,USD,CUST-000974,Kimberly Martinez,davidkane@example.com,6902016356,Kuwait,34136 Pena Crossroad,Ryanside,South Carolina,89584,Kuwait,PROD-00029,Mini Necklace,Pets,SKU-00029-887,Blue,1,233.31,233.31,11.67,33.25,14.99,269.88
SHP-63948-7773,#63948,2025-04-26T14:24:55Z,partially_fulfilled,bank_transfer,USD,CUST-001463,Michael Oliver,amandadunlap@example.org,001-534-389-1800,Svalbard & Jan Mayen Islands,707 Ronald Burg Suite 461,Kristinbury,Arizona,07170,Svalbard & Jan Mayen Islands,PROD-00204,Portable Vacuum,Electronics,SKU-00204-957,White,1,280.29,280.29,0,58.86,9.99,349.14
SHP-63949-6606,#63949,2025-07-01T23:36:04Z,partially_fulfilled,paypal,USD,CUST-000500,Catherine Jordan,stacy55@example.com,710-582-5559,Pakistan,744 Paul Mill,Lake Jessicafurt,NY,92583,Pakistan,PROD-00141,Premium Notebook,Grocery,SKU-00141-645,Black,1,243.78,243.78,0,43.88,9.99,297.65
SHP-63950-8584,#63950,2025-03-05T04:11:59Z,unfulfilled,bank_transfer,USD,CUST-001358,Michelle Odonnell,neilsummers@example.org,215-246-1758,Cuba,57740 Scott Landing,Pattersonhaven,LA,71176,Cuba,PROD-00172,Comfort Yoga Mat,Beauty,SKU-00172-370,Large,1,465.78,465.78,0,23.29,14.99,504.06
SHP-63951-7208,#63951,2025-06-10T06:22:23Z,unfulfilled,google_pay,USD,CUST-000200,Daniel Ross,ynelson@example.net,462.812.0216x9797,Slovakia (Slovak Republic),42785 Courtney Glen Apt. 988,Thompsonborough,Utah,75468,Slovakia (Slovak Republic),PROD-00211,Classic Desk Lamp,Health,SKU-00211-115,Small,1,157.48,157.48,23.62,6.69,14.99,155.54
SHP-63952-3444,#63952,2024-11-20T15:16:46Z,pending,bank_transfer,USD,CUST-001321,Brandon Mckinney,morajeff@example.org,(996)626-1684x55252,Uganda,33998 David Port,North Stevenville,VI,18669,Uganda,PROD-00170,Pro Vacuum,Health,SKU-00170-980,Black,1,112.72,112.72,0,0,3.99,116.71
SHP-63953-5989,#63953,2025-05-18T09:51:25Z,pending,cash_on_delivery,USD,CUST-000597,Timothy Hall,ihall@example.net,369.329.4455,Ireland,4845 Chavez Underpass,Jonesview,VA,61404,Ireland,PROD-00100,Limited Running Shoes,Pets,SKU-00100-730,Red,2,226.34,452.68,0,67.9,5.99,526.57
SHP-63954-2022,#63954,2025-05-14T01:29:37Z,unfulfilled,bank_transfer,USD,CUST-000706,David Madden,morenojessica@example.net,339.322.0715,Yemen,0456 Barbara Courts Suite 457,Vasquezmouth,Mississippi,62607,Yemen,PROD-00023,Smart Necklace,Home & Kitchen,SKU-00023-864,Black,1,307.69,307.69,0,21.54,5.99,335.22
SHP-63955-4854,#63955,2025-06-08T11:49:50Z,pending,cash_on_delivery,USD,CUST-000109,Jeffrey Bernard,vhernandez@example.net,(768)378-3391x878,United States Virgin Islands,4760 Martinez Parkway Suite 296,Markmouth,CA,64858,United States Virgin Islands,PROD-00001,Classic Headphones,Pets,SKU-00001-859,Red,2,411.27,822.54,82.25,88.83,0,829.12
SHP-63956-8780,#63956,2025-01-29T14:50:53Z,partially_fulfilled,paypal,USD,CUST-001209,Colleen Bryant,virginiafisher@example.net,244-335-9624x587,Christmas Island,988 Moreno Ramp Suite 275,Joyberg,AL,57009,Christmas Island,PROD-00101,Mini Headphones,Toys,SKU-00101-411,Red,2,357.33,714.66,0,71.47,3.99,790.12
SHP-63957-1190,#63957,2024-10-16T22:54:09Z,fulfilled,cash_on_delivery,USD,CUST-001138,Tonya Huber,ahenson@example.net,784.294.7712x903,Argentina,069 Brooke Plain Suite 386,Austinfurt,Florida,40515,Argentina,PROD-00099,Mini Blender,Sports,SKU-00099-296,Black,3,183.34,550.02,82.5,32.73,3.99,504.24
SHP-63958-3248,#63958,2025-02-17T06:44:11Z,pending,google_pay,USD,CUST-000033,Ryan Cox,bzimmerman@example.org,001-684-998-7769x4531,Ecuador,90321 Wright Fields Apt. 839,East Lori,CT,15186,Ecuador,PROD-00037,Mini Blender,Apparel,SKU-00037-231,White,2,245.92,491.84,0,34.43,0,526.27
SHP-63959-6821,#63959,2025-07-08T04:50:52Z,partially_fulfilled,paypal,USD,CUST-001425,Vickie Bailey,dannywalker@example.net,661.231.7985,Saudi Arabia,065 Shaw Islands Suite 875,Dennisport,Georgia,75148,Saudi Arabia,PROD-00155,Comfort Notebook,Sports,SKU-00155-584,Blue,4,313.51,1254.04,0,263.35,9.99,1527.38
SHP-63960-9948,#63960,2025-02-09T04:21:01Z,unfulfilled,credit_card,USD,CUST-000870,Kristen Riley,dylancunningham@example.com,4845993231,French Polynesia,43697 Reed Station Apt. 517,Lake Walter,TN,32159,French Polynesia,PROD-00155,Comfort Notebook,Sports,SKU-00155-584,Blue,1,251.59,251.59,62.9,22.64,9.99,221.32
SHP-63961-9624,#63961,2025-01-16T15:10:57Z,unfulfilled,google_pay,USD,CUST-000078,Renee Velasquez,sarah60@example.com,653.961.5305x15220,Qatar,9633 Page Summit Suite 417,West Shirley,Arizona,91268,Qatar,PROD-00146,Limited Necklace,Health,SKU-00146-430,XL,1,187.45,187.45,0,9.37,3.99,200.81
SHP-63962-6119,#63962,2024-11-02T14:54:03Z,fulfilled,apple_pay,USD,CUST-001059,Steven Cortez,debbiejackson@example.net,001-742-306-6154x9808,Congo,624 Villa Inlet,Fisherburgh,MO,90154,Congo,PROD-00021,Essential Water Bottle,Grocery,SKU-00021-317,White,1,306.98,306.98,0,15.35,14.99,337.32
SHP-63963-6782,#63963,2025-08-26T10:27:48Z,unfulfilled,apple_pay,USD,CUST-001096,Sara Coleman,alexandramyers@example.net,812-330-3885,Singapore,68517 Lee Orchard Apt. 102,Liton,Washington,97652,Singapore,PROD-00200,Essential Necklace,Jewelry,SKU-00200-525,White,1,229.75,229.75,0,34.46,9.99,274.2
SHP-63964-8752,#63964,2025-05-23T14:56:58Z,partially_fulfilled,bank_transfer,USD,CUST-000344,Michael Nguyen,brandywalker@example.com,901.787.1863,Netherlands,38721 David Wall,Danashire,SC,36416,Netherlands,PROD-00010,Wireless Necklace,Books,SKU-00010-926,Standard,2,300.83,601.66,0,72.2,0,673.86
SHP-63965-3077,#63965,2025-08-12T23:54:07Z,fulfilled,apple_pay,USD,CUST-000106,Benjamin Evans,hebertmatthew@example.com,+1-688-472-8743x1527,American Samoa,44622 Clifford Junction Suite 633,Lake Michael,LA,25222,American Samoa,PROD-00169,Limited Face Cream,Jewelry,SKU-00169-894,Black,5,405.4,2027,405.4,340.54,0,1962.14
SHP-63966-3860,#63966,2025-06-12T22:50:50Z,partially_fulfilled,cash_on_delivery,USD,CUST-000517,Maria Brown,daviddominguez@example.org,(706)450-1917x9202,Belgium,53814 Jimmy Row Suite 559,Cameronview,AR,19000,Belgium,PROD-00034,Wireless Gaming Mouse,Grocery,SKU-00034-119,Large,2,141.23,282.46,28.25,12.71,14.99,281.91
SHP-63967-1542,#63967,2025-08-07T13:27:11Z,unfulfilled,credit_card,USD,CUST-000915,Brandon Hernandez,darrellmoore@example.net,001-876-372-0191x116,Bulgaria,50745 Kathleen Summit Apt. 328,Port Breannashire,Alaska,18813,Bulgaria,PROD-00095,Premium Sunglasses,Sports,SKU-00095-101,XL,3,134.32,402.96,100.74,21.16,14.99,338.37
SHP-63968-4898,#63968,2024-12-24T13:43:23Z,pending,cash_on_delivery,USD,CUST-000298,Danny Mullen,clarkmichael@example.com,224-493-2149x587,Antarctica (the territory South of 60 deg S),3109 Taylor Court,East Erica,DC,99655,Antarctica (the territory South of 60 deg S),PROD-00153,Essential Gaming Mouse,Pets,SKU-00153-558,Standard,4,81.3,325.2,0,58.54,9.99,393.73
SHP-63969-1860,#63969,2025-08-02T08:11:59Z,partially_fulfilled,google_pay,USD,CUST-001306,Keith Alexander,sandra66@example.net,535-838-9629x85324,Lithuania,376 Cooper Mill Suite 172,Kellybury,Massachusetts,41131,Lithuania,PROD-00043,Classic T-Shirt,Electronics,SKU-00043-334,Large,1,368.51,368.51,36.85,39.8,0,371.46
SHP-63970-7390,#63970,2025-04-10T07:18:19Z,pending,apple_pay,USD,CUST-000817,Justin Smith,wellsnatalie@example.com,+1-693-859-3744x039,Estonia,7126 Patterson Junction,New Jay,PA,35399,Estonia,PROD-00122,Ultra Headphones,Toys,SKU-00122-977,Black,1,374.34,374.34,0,37.43,9.99,421.76
SHP-63971-1672,#63971,2024-11-23T06:24:43Z,fulfilled,bank_transfer,USD,CUST-000298,Danny Mullen,clarkmichael@example.com,224-493-2149x587,Antarctica (the territory South of 60 deg S),15013 Rivas Forges,New Brent,NJ,81599,Antarctica (the territory South of 60 deg S),PROD-00136,Smart Desk Lamp,Grocery,SKU-00136-816,Red,3,10.87,32.61,0,4.89,14.99,52.49
SHP-63972-5375,#63972,2025-07-27T19:19:04Z,fulfilled,apple_pay,USD,CUST-001306,Keith Alexander,sandra66@example.net,535-838-9629x85324,Lithuania,247 Lopez Squares Apt. 299,East Shannonville,FL,58382,Lithuania,PROD-00091,Wireless Board Game,Sports,SKU-00091-795,Blue,4,218.73,874.92,0,131.24,5.99,1012.15
SHP-63973-6528,#63973,2025-01-23T08:52:57Z,partially_fulfilled,apple_pay,USD,CUST-001341,Cody Richards,raydawn@example.org,(493)779-7190x000,Jersey,557 Stacy Unions,North Kristine,MT,88757,Jersey,PROD-00150,Portable Water Bottle,Books,SKU-00150-386,Red,1,387.71,387.71,96.93,29.08,14.99,334.85
SHP-63974-6759,#63974,2024-11-26T02:13:23Z,partially_fulfilled,cash_on_delivery,USD,CUST-001122,Alec Fox,stephen08@example.net,678.419.1907,Belize,65910 Jennifer Village,Jakeview,MO,35503,Belize,PROD-00003,Essential Backpack,Pets,SKU-00003-704,Black,2,416.69,833.38,0,41.67,9.99,885.04
SHP-63975-2995,#63975,2025-01-02T17:37:37Z,fulfilled,credit_card,USD,CUST-000581,Samantha Baker,johnsonrobert@example.org,302-838-5037x19905,Netherlands Antilles,96914 Eric Trace,Lake Brianberg,PW,58360,Netherlands Antilles,PROD-00065,Eco Vacuum,Toys,SKU-00065-568,Blue,1,16.73,16.73,0,1.67,14.99,33.39
SHP-63976-4018,#63976,2025-02-11T02:35:11Z,unfulfilled,apple_pay,USD,CUST-001239,Christopher Grant,higginscaitlin@example.com,+1-458-334-4566x2295,Lithuania,2780 Dorsey Island,Rodriguezborough,ND,98884,Lithuania,PROD-00034,Wireless Gaming Mouse,Grocery,SKU-00034-119,Large,1,383.11,383.11,0,26.82,0,409.93
SHP-63977-3653,#63977,2025-02-01T16:13:26Z,fulfilled,apple_pay,USD,CUST-000957,Kristen Rivers,scottjennifer@example.org,5697358824,Thailand,09006 Cynthia Dam,Wyattchester,New Hampshire,43847,Thailand,PROD-00170,Pro Vacuum,Health,SKU-00170-980,Black,4,321.2,1284.8,0,192.72,5.99,1483.51
SHP-63978-8218,#63978,2024-12-31T09:25:50Z,fulfilled,google_pay,USD,CUST-000128,Daniel Smith,sean41@example.org,226-378-8861,Guinea,617 Angela Inlet Suite 034,Lindaborough,HI,93789,Guinea,PROD-00098,Portable Sunglasses,Jewelry,SKU-00098-434,Black,1,498,498,0,59.76,3.99,561.75
SHP-63979-2740,#63979,2025-01-01T14:49:38Z,pending,cash_on_delivery,USD,CUST-000411,Douglas Bowers,twilliams@example.com,827.901.8510,Montserrat,6841 Phillips Loop Apt. 517,Troymouth,GU,67960,Montserrat,PROD-00157,Portable Necklace,Sports,SKU-00157-336,Large,1,324.51,324.51,0,58.41,3.99,386.91
SHP-63980-9154,#63980,2025-01-30T14:26:55Z,partially_fulfilled,cash_on_delivery,USD,CUST-000531,Joshua Miller,hsavage@example.org,+1-442-801-6542x35677,Guinea,9659 Gentry Lodge Suite 600,Lake Jeffery,Georgia,24400,Guinea,PROD-00027,Classic Board Game,Grocery,SKU-00027-490,White,1,39.85,39.85,9.96,6.28,0,36.17
SHP-63981-1060,#63981,2025-04-14T16:00:37Z,pending,google_pay,USD,CUST-001312,Jason Hoover,william11@example.org,+1-566-549-7196x7068,Greenland,484 Christopher Port Apt. 225,Lake Josephstad,Pennsylvania,83587,Greenland,PROD-00001,Classic Headphones,Pets,SKU-00001-859,Red,4,333.98,1335.92,133.59,180.35,9.99,1392.67
SHP-63982-7298,#63982,2025-01-31T06:21:00Z,pending,credit_card,USD,CUST-000894,Robin Cooper,tanyajackson@example.net,335.889.5138,Heard Island and McDonald Islands,2376 Williams Cliff,Douglaschester,Indiana,08026,Heard Island and McDonald Islands,PROD-00104,Comfort Backpack,Home & Kitchen,SKU-00104-390,Blue,3,391.56,1174.68,352.4,82.23,0,904.51
SHP-63983-6985,#63983,2024-11-25T07:56:08Z,unfulfilled,credit_card,USD,CUST-001162,Brian Wells,vporter@example.com,526-819-0384x227,San Marino,81372 Brittany Divide Apt. 093,Danielleberg,Texas,25429,San Marino,PROD-00138,Classic Headphones,Sports,SKU-00138-419,Black,4,182.66,730.64,182.66,0,0,547.98
SHP-63984-5896,#63984,2025-04-28T01:52:10Z,pending,credit_card,USD,CUST-000942,Kimberly Graves,michaelblanchard@example.com,824.819.1650x3440,Tanzania,501 Bradley Dale,Anthonychester,Illinois,79597,Tanzania,PROD-00195,Eco Vacuum,Jewelry,SKU-00195-548,White,2,325.66,651.32,0,117.24,3.99,772.55
SHP-63985-1584,#63985,2024-10-08T17:11:28Z,partially_fulfilled,credit_card,USD,CUST-001292,David Robinson,jill69@example.net,559-722-7764x14900,Afghanistan,347 Ellis Road Apt. 078,West Kevin,Montana,49952,Afghanistan,PROD-00177,Classic Face Cream,Toys,SKU-00177-763,Small,1,47.01,47.01,0,4.7,3.99,55.7
